Suburb,States,Postcode,Longitude,Lattitude
POOLAIJELO,Vic,3312,141.1,-37.21
POOTILLA,Vic,3352,143.97,-37.52
POOWONG,Vic,3988,145.76,-38.34
POOWONG EAST,Vic,3988,145.83,-38.3
POOWONG NORTH,Vic,3988,145.8,-38.3
PORCUPINE RIDGE,Vic,3461,144.19,-37.27
POREPUNKAH,Vic,3740,146.91,-36.7
PORT ALBERT,Vic,3971,146.69,-38.67
PORT CAMPBELL,Vic,3269,143,-38.62
PORT FAIRY,Vic,3284,142.24,-38.38
PORT FRANKLIN,Vic,3964,146.28,-38.68
PORT MELBOURNE,Vic,3207,144.94,-37.84
PORT WELSHPOOL,Vic,3965,146.47,-38.7
PORTARLINGTON,Vic,3223,144.65,-38.11
PORTLAND,Vic,3305,141.6,-38.35
PORTLAND NORTH,Vic,3305,141.58,-38.32
PORTLAND WEST,Vic,3305,141.58,-38.35
PORTSEA,Vic,3944,144.71,-38.32
POUND CREEK,Vic,3996,145.82,-38.63
POWELLTOWN,Vic,3797,145.75,-37.86
POWERS CREEK,Vic,3312,141.29,-37.2
POWLETT PLAINS,Vic,3517,143.9,-36.46
PRAHRAN,Vic,3181,144.99,-37.85
PRAIRIE,Vic,3572,144.23,-36.3
PRANJIP,Vic,3666,145.37,-36.73
PRESTON,Vic,3072,145,-37.74
PRINCES HILL,Vic,3054,144.97,-37.78
PRINCETOWN,Vic,3269,143.16,-38.69
PUCKAPUNYAL,Vic,3662,145.04,-37
PURA PURA,Vic,3271,143.08,-37.82
PURDEET,Vic,3289,142.38,-37.92
PURNIM,Vic,3278,142.62,-38.28
PURNIM WEST,Vic,3278,142.56,-38.3
PYALONG,Vic,3521,144.85,-37.12
PYRAMID HILL,Vic,3575,144.11,-36.06
QUAMBATOOK,Vic,3540,143.52,-35.85
QUANDONG,Vic,3030,144.53,-37.85
QUANTONG,Vic,3401,142.02,-36.74
QUARRY HILL,Vic,3550,144.28,-36.78
QUEENSCLIFF,Vic,3225,144.66,-38.27
QUEENSFERRY,Vic,3984,145.5,-38.42
RAGLAN,Vic,3373,143.35,-37.36
RAINBOW,Vic,3424,142,-35.9
RANCEBY,Vic,3951,145.84,-38.37
RATHSCAR,Vic,3465,143.55,-36.98
RATHSCAR WEST,Vic,3465,143.49,-37
RAVENHALL,Vic,3023,144.75,-37.77
RAVENSWOOD,Vic,3453,144.22,-36.89
RAVENSWOOD SOUTH,Vic,3463,144.24,-36.95
RAWSON,Vic,3825,146.4,-37.96
RAYMOND ISLAND,Vic,3880,147.75,-37.91
RAYWOOD,Vic,3570,144.21,-36.54
RED CLIFFS,Vic,3496,142.19,-34.31
RED HILL,Vic,3937,145.01,-38.37
RED HILL SOUTH,Vic,3937,145.02,-38.38
RED LION,Vic,3371,143.76,-37.17
REDAN,Vic,3350,143.84,-37.58
REDBANK,Vic,3477,143.33,-36.94
REDCASTLE,Vic,3523,144.79,-36.78
REDESDALE,Vic,3444,144.53,-37.02
REEDY CREEK,Vic,3658,145.13,-37.26
REEDY DAM,Vic,3395,142.64,-35.96
REEDY FLAT,Vic,3895,147.9,-37.4
REEDY LAKE,Vic,3579,144.43,-38.2
REEFTON,Vic,3799,145.86,-37.68
RESEARCH,Vic,3095,145.18,-37.7
RESERVOIR,Vic,3073,145.01,-37.71
REYNARD,Vic,3858,146.66,-37.35
RHEOLA,Vic,3517,143.7,-36.65
RHYLL,Vic,3923,145.3,-38.46
RHYMNEY,Vic,3377,142.82,-37.24
RIACHELLA,Vic,3385,142.69,-36.83
RICH AVON,Vic,3480,142.89,-36.45
RICH AVON EAST,Vic,3480,142.89,-36.53
RICH AVON WEST,Vic,3480,142.82,-36.53
RICHMOND,Vic,3121,145,-37.82
RICHMOND PLAINS,Vic,3518,143.47,-36.38
RIDDELLS CREEK,Vic,3431,144.69,-37.46
RIGGS CREEK,Vic,3666,145.59,-36.64
RINGWOOD,Vic,3134,145.23,-37.81
RINGWOOD EAST,Vic,3135,145.25,-37.81
RINGWOOD NORTH,Vic,3134,145.24,-37.79
RIPPLEBROOK,Vic,3818,145.77,-38.2
RIPPLESIDE,Vic,3215,144.35,-38.12
RIPPONLEA,Vic,3185,145,-37.88
RIVERSIDE,Vic,3401,142.23,-36.72
RIVERSLEA,Vic,3860,146.95,-38.01
ROBERTSONS BEACH,Vic,3971,146.73,-38.66
ROBINVALE,Vic,3549,142.77,-34.58
ROBINVALE IRRIGATION DISTRICT SECTION B,Vic,3549,142.79,-34.62
ROBINVALE IRRIGATION DISTRICT SECTION C,Vic,3549,142.73,-34.62
ROBINVALE IRRIGATION DISTRICT SECTION D,Vic,3549,142.76,-34.64
ROBINVALE IRRIGATION DISTRICT SECTION E,Vic,3549,142.76,-34.67
ROCHESTER,Vic,3561,144.7,-36.36
ROCHFORD,Vic,3442,144.68,-37.31
ROCKBANK,Vic,3335,144.67,-37.74
ROCKLANDS,Vic,3401,141.94,-37.21
ROCKLYN,Vic,3364,144.05,-37.43
ROCKY POINT,Vic,3377,142.84,-37.33
ROKEBY,Vic,3821,145.93,-38.07
ROKEWOOD,Vic,3330,143.72,-37.9
ROKEWOOD JUNCTION,Vic,3351,143.68,-37.84
ROMSEY,Vic,3434,144.74,-37.36
ROSANNA,Vic,3084,145.07,-37.74
ROSE RIVER,Vic,3678,146.54,-36.87
ROSEBERY,Vic,3395,142.42,-35.83
ROSEBROOK,Vic,3285,142.26,-38.35
ROSEBUD,Vic,3939,144.89,-38.36
ROSEBUD WEST,Vic,3940,144.88,-38.36
ROSEDALE,Vic,3847,146.79,-38.15
ROSES GAP,Vic,3385,142.44,-36.97
ROSEWHITE,Vic,3737,146.88,-36.58
ROSLYNMEAD,Vic,3564,144.51,-36.13
ROSS CREEK,Vic,3351,143.75,-37.63
ROSSBRIDGE,Vic,3377,142.85,-37.49
ROSTRON,Vic,3477,143.18,-36.78
ROWSLEY,Vic,3340,144.37,-37.72
ROWVILLE,Vic,3178,145.24,-37.92
ROXBURGH PARK,Vic,3064,144.92,-37.63
RUBICON,Vic,3712,145.86,-37.32
RUBY,Vic,3953,145.91,-38.45
RUFFY,Vic,3666,145.5,-36.97
RUNNING CREEK,Vic,3691,147.05,-36.54
RUNNYMEDE,Vic,3558,144.64,-36.54
RUPANYUP,Vic,3388,142.63,-36.63
RUSHWORTH,Vic,3612,145.01,-36.58
RUSSELLS BRIDGE,Vic,3331,144.18,-38.02
RUTHERGLEN,Vic,3685,146.46,-36.06
RYANS,Vic,3875,147.48,-37.54
RYANSTON,Vic,3992,145.59,-38.54
RYE,Vic,3941,144.82,-38.37
RYTHDALE,Vic,3810,145.47,-38.14
SAFETY BEACH,Vic,3936,144.99,-38.32
SAILORS FALLS,Vic,3461,144.12,-37.39
SAILORS GULLY,Vic,3556,144.23,-36.7
SAILORS HILL,Vic,3461,144.13,-37.35
SALE,Vic,3850,147.06,-38.11
SALISBURY WEST,Vic,3517,143.92,-36.52
SAMARIA,Vic,3673,146.07,-36.79
SAN REMO,Vic,3925,145.37,-38.52
SANDFORD,Vic,3312,141.44,-37.61
SANDHILL LAKE,Vic,3579,143.69,-35.74
SANDHURST,Vic,3977,145.21,-38.08
SANDON,Vic,3462,144.04,-37.17
SANDRINGHAM,Vic,3191,145,-37.95
SANDY CREEK,Vic,3695,147.1,-36.3
SANDY POINT,Vic,3959,146.12,-38.82
SARGOOD,Vic,3858,146.74,-37.58
SARSFIELD,Vic,3875,147.72,-37.75
SASSAFRAS,Vic,3787,145.35,-37.86
SAWMILL SETTLEMENT,Vic,3723,146.37,-37.11
SCARSDALE,Vic,3351,143.65,-37.67
SCORESBY,Vic,3179,145.23,-37.9
SCOTCHMANS LEAD,Vic,3352,143.85,-37.66
SCOTSBURN,Vic,3352,143.92,-37.67
SCOTTS CREEK,Vic,3267,143.05,-38.45
SEA LAKE,Vic,3533,142.85,-35.5
SEABROOK,Vic,3028,144.76,-37.87
SEACOMBE,Vic,3851,147.45,-38.12
SEAFORD,Vic,3198,145.13,-38.1
SEAHOLME,Vic,3018,144.84,-37.87
SEASPRAY,Vic,3851,147.19,-38.38
SEATON,Vic,3858,146.66,-37.93
SEAVIEW,Vic,3821,145.93,-38.28
SEBASTIAN,Vic,3556,144.19,-36.59
SEBASTOPOL,Vic,3356,143.84,-37.59
SEDDON,Vic,3011,144.89,-37.81
SEDGWICK,Vic,3551,144.32,-36.87
SELBY,Vic,3159,145.37,-37.91
SELWYN,Vic,3737,146.92,-37
SEPARATION CREEK,Vic,3221,143.9,-38.63
SERPENTINE,Vic,3517,143.97,-36.41
SERVICETON,Vic,3420,140.99,-36.37
SEVILLE,Vic,3139,145.46,-37.78
SEVILLE EAST,Vic,3139,145.49,-37.78
SEYMOUR,Vic,3660,145.14,-37.02
SHADY CREEK,Vic,3821,146.05,-38.12
SHANNONVALE,Vic,3898,147.43,-36.94
SHAYS FLAT,Vic,3377,143.1,-37.06
SHE OAKS,Vic,3331,144.13,-37.9
SHEANS CREEK,Vic,3666,145.65,-36.76
SHEEP HILLS,Vic,3392,142.53,-36.35
SHELBOURNE,Vic,3515,144.02,-36.85
SHELFORD,Vic,3329,143.96,-38.01
SHELLEY,Vic,3701,147.55,-36.18
SHEPHERDS FLAT,Vic,3461,144.11,-37.27
SHEPPARTON,Vic,3630,145.4,-36.38
SHEPPARTON EAST,Vic,3631,145.46,-36.39
SHEPPARTON NORTH,Vic,3631,145.4,-36.34
SHERBROOKE,Vic,3789,145.36,-37.88
SHOREHAM,Vic,3916,145.04,-38.43
SIDONIA,Vic,3444,144.58,-37.14
SILVAN,Vic,3795,145.42,-37.82
SILVERLEAVES,Vic,3922,145.26,-38.45
SIMPSON,Vic,3266,143.21,-38.5
SIMPSONS CREEK,Vic,3888,148.38,-37.75
SIMSON,Vic,3465,143.76,-37
SKENES CREEK,Vic,3233,143.71,-38.72
SKENES CREEK NORTH,Vic,3233,143.71,-38.69
SKIBO,Vic,3260,143.14,-38.22
SKINNERS FLAT,Vic,3518,143.58,-36.36
SKIPTON,Vic,3361,143.36,-37.69
SKYE,Vic,3977,145.21,-38.12
SLATY CREEK,Vic,3477,143.3,-36.54
SMEATON,Vic,3364,143.95,-37.34
SMITHS BEACH,Vic,3922,145.26,-38.5
SMITHS GULLY,Vic,3760,145.26,-37.62
SMOKEYTOWN,Vic,3364,143.92,-37.4
SMOKO,Vic,3741,147.07,-36.82
SMYTHES CREEK,Vic,3351,143.77,-37.6
SMYTHESDALE,Vic,3351,143.69,-37.64
SNAKE ISLAND,Vic,3971,146.55,-38.75
SNAKE VALLEY,Vic,3351,143.58,-37.61
SOLDIERS HILL,Vic,3350,143.86,-37.55
SOMERS,Vic,3927,145.16,-38.39
SOMERTON,Vic,3062,144.95,-37.64
SOMERVILLE,Vic,3912,145.18,-38.22
SORRENTO,Vic,3943,144.74,-38.34
SOUTH DUDLEY,Vic,3995,145.58,-38.6
SOUTH GEELONG,Vic,3220,144.35,-38.16
SOUTH KINGSVILLE,Vic,3015,144.87,-37.83
SOUTH MELBOURNE,Vic,3205,144.96,-37.83
SOUTH MORANG,Vic,3752,145.09,-37.65
SOUTH PURRUMBETE,Vic,3260,143.21,-38.34
SOUTH WHARF,Vic,3006,144.95,-37.82
SOUTH YARRA,Vic,3141,145,-37.84
SOUTHBANK,Vic,3006,144.96,-37.82
SOUTHERN CROSS,Vic,3283,142.4,-38.3
SPARGO CREEK,Vic,3461,144.14,-37.49
SPEED,Vic,3488,142.44,-35.4
SPEEWA,Vic,3585,143.51,-35.22
SPOTSWOOD,Vic,3015,144.88,-37.83
SPRING GULLY,Vic,3550,144.28,-36.79
SPRING HILL,Vic,3444,144.35,-37.29
SPRINGBANK,Vic,3352,144.06,-37.53
SPRINGDALLAH,Vic,3351,143.63,-37.74
SPRINGFIELD,Vic,3434,144.82,-37.34
SPRINGFIELD,Vic,3544,144.82,-37.34
SPRINGHURST,Vic,3682,146.47,-36.19
SPRINGMOUNT,Vic,3364,143.92,-37.41
SPRINGVALE,Vic,3171,145.15,-37.95
SPRINGVALE SOUTH,Vic,3172,145.15,-37.97
ST ALBANS,Vic,3021,144.8,-37.74
ST ALBANS PARK,Vic,3219,144.39,-38.18
ST ANDREWS,Vic,3761,145.27,-37.6
ST ANDREWS BEACH,Vic,3941,144.82,-38.41
ST ARNAUD,Vic,3478,143.26,-36.62
ST ARNAUD EAST,Vic,3477,143.31,-36.62
ST ARNAUD NORTH,Vic,3477,143.21,-36.59
ST CLAIR,Vic,3995,145.65,-38.58
ST GERMAINS,Vic,3620,145.17,-36.25
ST HELENA,Vic,3088,145.14,-37.68
ST HELENS,Vic,3285,142.07,-38.26
ST HELENS PLAINS,Vic,3401,142.4,-36.77
ST JAMES,Vic,3727,145.88,-36.26
ST KILDA,Vic,3182,144.98,-37.87
ST KILDA EAST,Vic,3183,145,-37.87
ST KILDA WEST,Vic,3182,144.97,-37.86
ST LEONARDS,Vic,3223,144.72,-38.17
STACEYS BRIDGE,Vic,3971,146.51,-38.56
STAFFORDSHIRE REEF,Vic,3351,143.71,-37.75
STAGHORN FLAT,Vic,3691,146.92,-36.25
STANHOPE,Vic,3623,144.99,-36.45
STANHOPE SOUTH,Vic,3623,145.04,-36.49
STANLEY,Vic,3747,146.76,-36.4
STAUGHTON VALE,Vic,3221,144.28,-37.85
STAVELY,Vic,3379,142.63,-37.6
STAWELL,Vic,3380,142.78,-37.06
STEELS CREEK,Vic,3775,145.37,-37.62
STEIGLITZ,Vic,3331,144.18,-37.88
STEWARTON,Vic,3725,145.78,-36.41
STIRLING,Vic,3893,147.75,-37.44
STOCKDALE,Vic,3862,147.17,-37.8
STOCKYARD HILL,Vic,3373,143.32,-37.54
STONEHAVEN,Vic,3221,144.23,-38.12
STONELEIGH,Vic,3373,143.22,-37.58
STONY CREEK,Vic,3957,146.04,-38.59
STONY CREEK,Vic,3371,146.04,-38.59
STONYFORD,Vic,3260,143.3,-38.33
STRADBROKE,Vic,3851,147.03,-38.3
STRANGWAYS,Vic,3461,144.08,-37.13
STRATEN,Vic,3533,142.57,-35.38
STRATFORD,Vic,3862,147.08,-37.97
STRATH CREEK,Vic,3658,145.22,-37.24
STRATHALLAN,Vic,3622,144.74,-36.26
STRATHBOGIE,Vic,3666,145.74,-36.86
STRATHDALE,Vic,3550,144.32,-36.76
STRATHDOWNIE,Vic,3312,141.14,-37.73
STRATHEWEN,Vic,3099,145.27,-37.55
STRATHFIELDSAYE,Vic,3551,144.35,-36.8
STRATHKELLAR,Vic,3301,142.11,-37.7
STRATHLEA,Vic,3364,143.96,-37.14
STRATHMERTON,Vic,3641,145.48,-35.93
STRATHMORE,Vic,3041,144.92,-37.74
STRATHMORE HEIGHTS,Vic,3041,144.9,-37.71
STREATHAM,Vic,3351,143.06,-37.68
STRZELECKI,Vic,3950,145.9,-38.33
STUART MILL,Vic,3477,143.29,-36.81
SUGARLOAF,Vic,3221,143.8,-38.69
SUGARLOAF CREEK,Vic,3658,145.02,-37.13
SUGGAN BUGGAN,Vic,3885,148.34,-36.95
SULKY,Vic,3352,143.84,-37.46
SUMMERLANDS,Vic,3922,145.15,-38.51
SUNBURY,Vic,3429,144.73,-37.58
SUNDAY CREEK,Vic,3658,145.05,-37.25
SUNDERLAND BAY,Vic,3922,145.28,-38.51
SUNSET STRIP,Vic,3922,145.27,-38.5
SUNSHINE,Vic,3020,144.83,-37.79
SUNSHINE NORTH,Vic,3020,144.83,-37.77
SUNSHINE WEST,Vic,3020,144.82,-37.79
SURF BEACH,Vic,3922,145.29,-38.51
SURREY HILLS,Vic,3127,145.1,-37.83
SUTHERLAND,Vic,3477,143.19,-36.54
SUTHERLANDS CREEK,Vic,3331,144.23,-38.02
SUTTON,Vic,3530,142.98,-35.74
SUTTON GRANGE,Vic,3448,144.36,-36.99
SWAN BAY,Vic,3225,144.67,-38.23
SWAN HILL,Vic,3585,143.56,-35.34
SWAN HILL WEST,Vic,3585,143.42,-35.37
SWAN ISLAND,Vic,3225,144.67,-38.25
SWAN MARSH,Vic,3249,143.38,-38.37
SWAN REACH,Vic,3903,147.86,-37.82
SWANPOOL,Vic,3673,146,-36.74
SWANWATER,Vic,3477,143.12,-36.54
SWANWATER WEST,Vic,3480,143.03,-36.51
SWIFTS CREEK,Vic,3896,147.72,-37.26
SYDENHAM,Vic,3037,144.77,-37.7
SYLVATERRE,Vic,3575,144.24,-36.09
TABBERABBERA,Vic,3875,147.36,-37.56
TABILK,Vic,3607,145.16,-36.85
TABOR,Vic,3289,142.2,-37.83
TAGGERTY,Vic,3714,145.71,-37.32
TAHARA,Vic,3301,141.7,-37.74
TAHARA BRIDGE,Vic,3315,141.65,-37.69
TAHARA WEST,Vic,3310,141.64,-37.73
TALBOT,Vic,3371,143.7,-37.17
TALGARNO,Vic,3691,147.16,-36.07
TALLANDOON,Vic,3701,147.2,-36.43
TALLANGATTA,Vic,3700,147.18,-36.22
TALLANGATTA EAST,Vic,3700,147.26,-36.22
TALLANGATTA SOUTH,Vic,3701,147.29,-36.38
TALLANGATTA VALLEY,Vic,3701,147.39,-36.29
TALLAROOK,Vic,3659,145.1,-37.09
TALLYGAROOPNA,Vic,3634,145.43,-36.24
TAMBO CROSSING,Vic,3893,147.84,-37.5
TAMBO UPPER,Vic,3885,147.84,-37.77
TAMBOON,Vic,3890,149.14,-37.74
TAMBORITHA,Vic,3858,146.7,-37.46
TAMINICK,Vic,3675,146.18,-36.41
TAMLEUGH,Vic,3669,145.63,-36.6
TAMLEUGH NORTH,Vic,3669,145.57,-36.51
TANDAROOK,Vic,3260,143.18,-38.34
TANDARRA,Vic,3571,144.23,-36.43
TANGAMBALANGA,Vic,3691,147.03,-36.25
TANJIL,Vic,3825,146.24,-37.93
TANJIL BREN,Vic,3833,146.18,-37.82
TANJIL SOUTH,Vic,3825,146.25,-38.11
TANTARABOO,Vic,3764,144.83,-37.23
TANWOOD,Vic,3478,143.39,-37.01
TANYBRYN,Vic,3249,143.71,-38.66
TARADALE,Vic,3447,144.35,-37.14
TARCOMBE,Vic,3666,145.4,-36.97
TARILTA,Vic,3451,144.19,-37.17
TARNAGULLA,Vic,3551,143.83,-36.77
TARNEIT,Vic,3029,144.69,-37.85
TARNOOK,Vic,3670,145.86,-36.52
TAROON,Vic,3265,142.87,-38.35
TARRA VALLEY,Vic,3971,146.57,-38.47
TARRANYURK,Vic,3414,142.03,-36.21
TARRAVILLE,Vic,3971,146.72,-38.64
TARRAWARRA,Vic,3775,145.42,-37.65
TARRAWINGEE,Vic,3678,146.44,-36.39
TARRAYOUKYAN,Vic,3315,141.57,-37.33
TARRENGOWER,Vic,3463,144.02,-37
TARRENLEA,Vic,3315,141.74,-37.68
TARRINGTON,Vic,3301,142.09,-37.77
TARRONE,Vic,3283,142.19,-38.24
TARWIN,Vic,3956,145.98,-38.59
TARWIN LOWER,Vic,3956,145.87,-38.7
TATONG,Vic,3673,146.11,-36.73
TATURA,Vic,3616,145.23,-36.44
TATURA EAST,Vic,3616,145.3,-36.44
TATYOON,Vic,3378,142.94,-37.51
TAWONGA,Vic,3697,147.14,-36.69
TAWONGA SOUTH,Vic,3698,147.16,-36.74
TAYLOR BAY,Vic,3713,145.88,-37.2
TAYLORS HILL,Vic,3037,144.75,-37.71
TAYLORS LAKES,Vic,3038,144.8,-37.7
TEAL POINT,Vic,3579,144.07,-35.68
TECOMA,Vic,3160,145.34,-37.91
TEDDYWADDY,Vic,3527,143.34,-36.2
TEDDYWADDY WEST,Vic,3527,143.2,-36.2
TEESDALE,Vic,3328,144.04,-38.03
TELANGATUK EAST,Vic,3401,142.03,-37.1
TELFORD,Vic,3730,145.93,-36.1
TELOPEA DOWNS,Vic,3420,141.11,-36.13
TEMPLESTOWE,Vic,3106,145.13,-37.76
TEMPLESTOWE LOWER,Vic,3107,145.11,-37.77
TEMPY,Vic,3489,142.42,-35.34
TENBY POINT,Vic,3984,145.48,-38.41
TENNYSON,Vic,3572,144.41,-36.3
TERANG,Vic,3264,142.92,-38.24
TERIP TERIP,Vic,3719,145.55,-37
TERRAPPEE,Vic,3525,143.58,-36.15
TERRICK TERRICK,Vic,3575,144.29,-36.09
TERRICK TERRICK EAST,Vic,3573,144.38,-36.11
TESBURY,Vic,3260,143.18,-38.29
TETOORA ROAD,Vic,3821,145.89,-38.27
THALIA,Vic,3527,143.07,-36.1
THALLOO,Vic,3825,146.31,-38.09
THE BASIN,Vic,3154,145.32,-37.86
THE COVE,Vic,3268,142.69,-38.49
THE GURDIES,Vic,3984,145.56,-38.37
THE HEART,Vic,3851,147.18,-38.12
THE HONEYSUCKLES,Vic,3851,147.22,-38.35
THE PATCH,Vic,3792,145.39,-37.89
THE SISTERS,Vic,3265,142.79,-38.19
THOLOGOLONG,Vic,3691,147.39,-35.98
THOMASTOWN,Vic,3074,145.01,-37.68
THOMSON,Vic,3219,144.38,-38.17
THOMSON,Vic,3825,144.38,-38.17
THOONA,Vic,3726,146.08,-36.34
THORNBURY,Vic,3071,145,-37.75
THORNTON,Vic,3712,145.8,-37.25
THORPDALE,Vic,3835,146.18,-38.29
THORPDALE SOUTH,Vic,3824,146.15,-38.33
THOWGLA VALLEY,Vic,3707,147.92,-36.28
THREE BRIDGES,Vic,3797,145.68,-37.85
TIDAL RIVER,Vic,3960,146.33,-39.03
TIMBARRA,Vic,3885,147.96,-37.49
TIMBOON,Vic,3268,142.98,-38.48
TIMBOON WEST,Vic,3268,142.93,-38.53
TIMMERING,Vic,3561,144.85,-36.36
TIMOR,Vic,3465,143.71,-36.98
TIMOR WEST,Vic,3465,143.69,-36.97
TINAMBA,Vic,3859,146.89,-37.96
TINAMBA WEST,Vic,3859,146.84,-37.93
TINTALDRA,Vic,3708,147.93,-36.05
TITTYBONG,Vic,3542,143.38,-35.75
TOL TOL,Vic,3549,142.83,-34.64
TOLMIE,Vic,3723,146.24,-36.94
TOM GROGGIN,Vic,3707,148.13,-36.52
TONGALA,Vic,3621,144.95,-36.25
TONGHI CREEK,Vic,3890,149.06,-37.56
TONGIO,Vic,3896,147.72,-37.21
TONIMBUK,Vic,3815,145.72,-38.01
TOOAN,Vic,3409,141.76,-36.78
TOOBORAC,Vic,3522,144.8,-37.04
TOOLAMBA,Vic,3614,145.34,-36.49
TOOLAMBA WEST,Vic,3614,145.26,-36.48
TOOLANGI,Vic,3777,145.47,-37.54
TOOLERN VALE,Vic,3337,144.61,-37.58
TOOLLEEN,Vic,3551,144.68,-36.72
TOOLOME,Vic,3860,147.05,-37.62
TOOLONDO,Vic,3401,141.93,-36.99
TOOLONG,Vic,3285,142.22,-38.32
TOOMBON,Vic,3825,146.41,-37.74
TOONGABBIE,Vic,3856,146.62,-38.06
TOORA,Vic,3962,146.33,-38.66
TOORA NORTH,Vic,3962,146.33,-38.62
TOORADIN,Vic,3980,145.38,-38.21
TOORAK,Vic,3142,145.01,-37.84
TOORLOO ARM,Vic,3909,148.03,-37.83
TOORONGO,Vic,3833,146.11,-37.78
TOOTGAROOK,Vic,3941,144.86,-38.37
TORQUAY,Vic,3228,144.32,-38.33
TORRITA,Vic,3490,141.93,-35.15
TORRUMBARRY,Vic,3562,144.51,-36.03
TORWOOD,Vic,3821,145.87,-38.25
TOSTAREE,Vic,3888,148.18,-37.75
TOTTENHAM,Vic,3012,144.85,-37.81
TOTTINGTON,Vic,3477,143.12,-36.78
TOURELLO,Vic,3363,143.77,-37.35
TOWAN,Vic,3596,143.21,-35.15
TOWANINNY,Vic,3527,143.37,-35.82
TOWANINNY SOUTH,Vic,3527,143.35,-35.94
TOWER HILL,Vic,3283,142.36,-38.33
TOWONG,Vic,3707,147.99,-36.13
TOWONG UPPER,Vic,3707,148.02,-36.2
TRAFALGAR,Vic,3824,146.15,-38.21
TRAFALGAR EAST,Vic,3824,146.18,-38.18
TRAFALGAR SOUTH,Vic,3824,146.15,-38.25
TRAGOWEL,Vic,3579,143.98,-35.86
TRARALGON,Vic,3844,146.53,-38.2
TRARALGON EAST,Vic,3844,146.56,-38.2
TRARALGON SOUTH,Vic,3844,146.54,-38.3
TRAVANCORE,Vic,3032,144.94,-37.78
TRAWALLA,Vic,3373,143.47,-37.44
TRAWOOL,Vic,3660,145.22,-37.12
TRAYNORS LAGOON,Vic,3477,142.94,-36.59
TREMONT,Vic,3785,145.33,-37.89
TRENTHAM,Vic,3458,144.32,-37.39
TRENTHAM EAST,Vic,3458,144.38,-37.39
TRESCO,Vic,3583,143.67,-35.5
TRESCO WEST,Vic,3584,143.64,-35.5
TRIDA,Vic,3953,145.97,-38.33
TRUGANINA,Vic,3029,144.73,-37.85
TUBBUT,Vic,3888,148.59,-37.07
TUERONG,Vic,3915,145.08,-38.29
TULKARA,Vic,3384,143.05,-36.94
TULLAMARINE,Vic,3043,144.87,-37.7
TUNGAMAH,Vic,3728,145.88,-36.16
TUROAR,Vic,3546,143.08,-35.18
TURRIFF,Vic,3488,142.47,-35.46
TURRIFF EAST,Vic,3488,142.59,-35.44
TURTONS CREEK,Vic,3960,146.25,-38.53
TUTYE,Vic,3506,141.49,-35.22
TYAAK,Vic,3658,145.14,-37.22
TYABB,Vic,3913,145.19,-38.26
TYENNA,Vic,3533,142.57,-35.32
TYERS,Vic,3844,146.48,-38.15
TYLDEN,Vic,3444,144.41,-37.33
TYLDEN SOUTH,Vic,3444,144.37,-37.35
TYNONG,Vic,3813,145.62,-38.08
TYNONG NORTH,Vic,3813,145.61,-38.05
TYNTYNDER,Vic,3586,143.53,-35.25
TYNTYNDER SOUTH,Vic,3586,143.52,-35.29
TYRENDARRA,Vic,3285,141.78,-38.22
TYRENDARRA EAST,Vic,3285,141.89,-38.25
TYRRELL,Vic,3533,143,-35.42
TYRRELL DOWNS,Vic,3533,142.97,-35.36
ULLINA,Vic,3370,143.9,-37.28
ULLSWATER,Vic,3318,141.38,-36.93
ULTIMA,Vic,3544,143.27,-35.46
ULTIMA EAST,Vic,3544,143.38,-35.43
ULUPNA,Vic,3641,145.46,-35.83
UNDERA,Vic,3629,145.22,-36.28
UNDERBOOL,Vic,3509,141.81,-35.17
UPOTIPOTPON,Vic,3669,145.77,-36.48
UPPER FERNTREE GULLY,Vic,3156,145.31,-37.89
UPPER GUNDOWRING,Vic,3691,147.13,-36.54
UPPER LURG,Vic,3673,146.18,-36.59
UPPER PLENTY,Vic,3756,145.06,-37.42
UPPER RYANS CREEK,Vic,3673,146.21,-36.67
UPTON HILL,Vic,3664,145.4,-36.89
UPWEY,Vic,3158,145.33,-37.9
VALENCIA CREEK,Vic,3860,146.98,-37.82
VASEY,Vic,3407,141.87,-37.37
VAUGHAN,Vic,3451,144.21,-37.16
VECTIS,Vic,3401,142.06,-36.71
VENTNOR,Vic,3922,145.2,-38.46
VENUS BAY,Vic,3956,145.82,-38.7
VERMONT,Vic,3133,145.19,-37.84
VERMONT SOUTH,Vic,3133,145.18,-37.86
VERVALE,Vic,3814,145.67,-38.13
VESPER,Vic,3833,146.07,-37.88
VICTORIA POINT,Vic,3294,142.25,-37.52
VICTORIA VALLEY,Vic,3294,142.33,-37.54
VIEWBANK,Vic,3084,145.09,-37.73
VINIFERA,Vic,3591,143.4,-35.21
VIOLET TOWN,Vic,3669,145.72,-36.64
VITE VITE,Vic,3325,143.17,-37.88
VITE VITE NORTH,Vic,3325,143.2,-37.79
W TREE,Vic,3885,148.23,-37.34
WAAIA,Vic,3637,145.33,-36.05
WAANYARRA,Vic,3551,143.79,-36.81
WAARRE,Vic,3269,143.04,-38.58
WABONGA,Vic,3678,146.44,-36.97
WAGGARANDALL,Vic,3646,145.8,-36.25
WAHGUNYAH,Vic,3687,146.39,-36.01
WAHRING,Vic,3608,145.22,-36.71
WAIL,Vic,3401,142.1,-36.51
WAIREWA,Vic,3887,148.17,-37.69
WAITCHIE,Vic,3544,143.1,-35.36
